message_id,timestamp_iso,author_name,author_nickname,week_no,raw_text,attachment_files,attachment_count
1337388437879128074,2025-02-07T12:44:11.066+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-398f9755c6eaceb4.png,1
1337388507798175795,2025-02-07T12:44:27.736+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-0e0cb33132322ef1.png,1
1339940025743310868,2025-02-14T13:43:17.019+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],22,"22. trening: skok za C/KC, vsi 48 min, trener: 5. stopnja, mladinski trener: 6., fitnes: 3. stopnja, trening igrišče: /.",,0
1339940170081767546,2025-02-14T13:43:51.432+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-587ede96edfc565b.png,1
1339940872019640423,2025-02-14T13:46:38.787+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-a29b3846aef34972.png,1
1339941984936267968,2025-02-14T13:51:04.127+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-27d93725b131260c.png,1
1340379816368537652,2025-02-15T18:50:51.275+01:00,alenokc,AlenOKC,21,"21. trening: Skok za C/KC, vsi 48 min, trener: 7. stopnja, mladinski trener: 7. stopnja, fitnes: 3. stopnja, trening igrišče: 3. stopnja.",image-07b2d2484b4a2d16.png,1
1342840185661947904,2025-02-22T13:47:29.026+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],23,"23. trening: oviranje meta za C, Ostrovršnik 46 min (poln trening?), Plesavec in Piršič 48 min, trener: 5. stopnja, mladinski trener: 6., fitnes: 3. stopnja, trening igrišče: /.",,0
1342840270286229585,2025-02-22T13:47:49.202+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-18a1037b2bdb7b08.png,1
1342840322933264436,2025-02-22T13:48:01.754+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-1d3f999eefe6f187.png,1
1342840374724399117,2025-02-22T13:48:14.102+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-698148069f26e586.png,1
1344993533903503371,2025-02-28T12:24:07.254+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],24,"24. trening: oviranje meta za C, vsi poln trening, trener: 5. stopnja, mladinski trener: 6., fitnes: 3. stopnja, trening igrišče: /.",,0
1344993656326848643,2025-02-28T12:24:36.442+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-5feee48f08553f3b.png,1
1344993703445659688,2025-02-28T12:24:47.676+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-0ee1b69302d980d4.png,1
1344993754305662979,2025-02-28T12:24:59.802+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-d09588a10ae51f1c.png,1
1347529705657733153,2025-03-07T12:21:57.72+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],25,"25. trening: OPK za C, Plesavec in Ostroveršnik poln trening, Piršič 38 minut, trener: 5. stopnja, mladinski trener: 6., fitnes: 3. stopnja, trening igrišče: /.",,0
1347529759000891453,2025-03-07T12:22:10.438+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-073d51dc1a47eaea.png,1
1347529802328047688,2025-03-07T12:22:20.768+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-ffe67ef22d86c8d5.png,1
1347529865091485798,2025-03-07T12:22:35.732+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-27530a39a53b767c.png,1
1350066475402006679,2025-03-14T12:22:10.758+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],26,"26. trening: OPK za C, vsi 48 minut, trener: 5. stopnja, mladinski trener: 6., fitnes: 3. stopnja, trening igrišče: /.",,0
1350066534239699005,2025-03-14T12:22:24.786+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-174c9cbf31bbebb2.png,1
1350066583845994526,2025-03-14T12:22:36.613+01:00,pjtr576,pjtr576 [Postojna Blue Jackets],,,image-e7a3d103885bf206.png,1
