player,player_id,author,skill,from_level,to_level,delta,week_from,week_to,date_from,date_to,weeks_in_interval,training_keys,training_names,clean_interval,from_baseline_week0,source
Rožle Ostroveršnik,53897574,pjtr576,sb,10,11,1,9,10,2024-11-15,2024-11-22,1,29,Shot Blocking,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,id,9,10,1,10,11,2024-11-22,2024-11-29,1,29,Shot Blocking,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,sb,11,12,1,11,12,2024-11-29,2024-12-06,1,29,Shot Blocking,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,dr,3,4,1,12,13,2024-12-06,2024-12-13,1,27,Rebounding,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,rb,9,10,1,12,13,2024-12-06,2024-12-13,1,27,Rebounding,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,rb,10,11,1,13,14,2024-12-13,2024-12-21,1,27,Rebounding,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,sb,12,13,1,15,16,2024-12-27,2025-01-03,1,29,Shot Blocking,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,id,10,11,1,16,17,2025-01-03,2025-01-10,1,29,Shot Blocking,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,rb,11,12,1,17,18,2025-01-10,2025-01-17,1,29,Shot Blocking,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,sb,13,14,1,17,18,2025-01-10,2025-01-17,1,29,Shot Blocking,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,pa,3,4,1,19,20,2025-01-26,2025-01-31,1,29,Shot Blocking,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,sb,14,15,1,19,20,2025-01-26,2025-01-31,1,29,Shot Blocking,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,id,11,12,1,21,22,2025-02-07,2025-02-14,1,27,Rebounding,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,rb,12,13,1,21,22,2025-02-07,2025-02-14,1,27,Rebounding,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,sb,15,16,1,23,24,2025-02-22,2025-02-28,1,29,Shot Blocking,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,id,12,13,1,24,25,2025-02-28,2025-03-07,1,24,Inside Defense,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,is,6,7,1,25,26,2025-03-07,2025-03-14,1,24,Inside Defense,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,id,13,14,1,26,27,2025-03-14,2025-03-21,1,24,Inside Defense,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,rb,13,14,1,28,29,2025-03-28,2025-04-04,1,27,Rebounding,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,id,14,15,1,29,30,2025-04-04,2025-04-11,1,24,Inside Defense,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,ha,4,5,1,31,32,2025-04-18,2025-04-25,1,18,Passing,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,pa,4,5,1,31,32,2025-04-18,2025-04-25,1,18,Passing,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,js,6,7,1,32,33,2025-04-25,2025-05-04,1,18,Passing,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,dr,4,5,1,33,34,2025-05-04,2025-05-09,1,18,Passing,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,pa,5,6,1,33,34,2025-05-04,2025-05-09,1,18,Passing,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,sb,16,17,1,35,36,2025-05-16,2025-05-23,1,29,Shot Blocking,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,id,15,16,1,36,37,2025-05-23,2025-05-30,1,24,Inside Defense,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,id,16,17,1,39,40,2025-06-13,2025-06-20,1,24,Inside Defense,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,pa,6,7,1,41,42,2025-06-27,2025-07-04,1,18,Passing,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,ha,5,6,1,42,43,2025-07-04,2025-07-11,1,18,Passing,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,od,3,4,1,42,43,2025-07-04,2025-07-11,1,18,Passing,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,dr,5,6,1,44,45,2025-07-18,2025-07-26,1,18,Passing,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,pa,7,8,1,44,45,2025-07-18,2025-07-26,1,18,Passing,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,sb,17,18,1,47,48,2025-08-08,2025-08-15,1,29,Shot Blocking,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,rb,14,15,1,49,50,2025-08-22,2025-08-29,1,27,Rebounding,True,False,series
Rožle Ostroveršnik,53897574,pjtr576,id,17,18,1,51,52,2025-09-12,2025-09-12,1,24,Inside Defense,True,False,series
Zlatko Jerin,53897602,alenokc,dr,4,5,1,0,1,2024-09-27,2024-09-29,1,16,One on One,False,True,series
Zlatko Jerin,53897602,alenokc,ft,6,7,1,0,1,2024-09-27,2024-09-29,1,16,One on One,False,True,series
Zlatko Jerin,53897602,alenokc,dr,5,6,1,1,2,2024-09-29,2024-10-06,1,16,One on One,True,False,series
Zlatko Jerin,53897602,alenokc,ha,6,7,1,2,3,2024-10-06,2024-10-12,1,16,One on One,True,False,series
Zlatko Jerin,53897602,alenokc,is,7,8,1,2,3,2024-10-06,2024-10-12,1,16,One on One,True,False,series
Zlatko Jerin,53897602,alenokc,dr,6,7,1,3,4,2024-10-12,2024-10-19,1,16,One on One,True,False,series
Zlatko Jerin,53897602,alenokc,js,7,8,1,4,5,2024-10-19,2024-10-29,1,16,One on One,True,False,series
Zlatko Jerin,53897602,alenokc,dr,7,8,1,5,6,2024-10-29,2024-11-08,1,16,One on One,True,False,series
Zlatko Jerin,53897602,alenokc,ha,7,8,1,5,6,2024-10-29,2024-11-08,1,16,One on One,True,False,series
Zlatko Jerin,53897602,alenokc,ft,7,8,1,6,10,2024-11-08,2024-11-29,4,;;;27,;;;Rebounding,False,False,series
Zlatko Jerin,53897602,alenokc,rb,7,9,2,6,10,2024-11-08,2024-11-29,4,;;;27,;;;Rebounding,False,False,series
Zlatko Jerin,53897602,alenokc,sb,3,4,1,10,11,2024-11-29,2024-12-07,1,29,Shot Blocking,True,False,series
Zlatko Jerin,53897602,alenokc,id,7,8,1,11,12,2024-12-07,2024-12-15,1,29,Shot Blocking,True,False,series
Zlatko Jerin,53897602,alenokc,sb,4,5,1,11,12,2024-12-07,2024-12-15,1,29,Shot Blocking,True,False,series
Zlatko Jerin,53897602,alenokc,ft,8,9,1,12,14,2024-12-15,2024-12-28,2,;27,;Rebounding,False,False,series
Zlatko Jerin,53897602,alenokc,is,8,9,1,12,14,2024-12-15,2024-12-28,2,;27,;Rebounding,False,False,series
Zlatko Jerin,53897602,alenokc,rb,9,10,1,12,14,2024-12-15,2024-12-28,2,;27,;Rebounding,False,False,series
Zlatko Jerin,53897602,alenokc,sb,5,6,1,12,14,2024-12-15,2024-12-28,2,;27,;Rebounding,False,False,series
Zlatko Jerin,53897602,alenokc,sb,6,7,1,14,17,2024-12-28,2025-01-23,3,;;21,;;Inside Scoring,False,False,series
Zlatko Jerin,53897602,alenokc,is,9,10,1,17,18,2025-01-23,2025-01-29,1,21,Inside Scoring,True,False,series
Zlatko Jerin,53897602,alenokc,jr,4,5,1,18,19,2025-01-29,2025-02-06,1,21,Inside Scoring,True,False,series
Zlatko Jerin,53897602,alenokc,js,8,9,1,18,19,2025-01-29,2025-02-06,1,21,Inside Scoring,True,False,series
Zlatko Jerin,53897602,alenokc,dr,8,9,1,19,21,2025-02-06,2025-02-15,2,;27,;Rebounding,False,False,series
Zlatko Jerin,53897602,alenokc,ft,9,10,1,19,21,2025-02-06,2025-02-15,2,;27,;Rebounding,False,False,series
Zlatko Jerin,53897602,alenokc,is,10,11,1,19,21,2025-02-06,2025-02-15,2,;27,;Rebounding,False,False,series
Zlatko Jerin,53897602,alenokc,id,8,9,1,21,25,2025-02-15,2025-03-14,4,;;;21,;;;Inside Scoring,False,False,series
Zlatko Jerin,53897602,alenokc,is,11,13,2,21,25,2025-02-15,2025-03-14,4,;;;21,;;;Inside Scoring,False,False,series
Zlatko Jerin,53897602,alenokc,pa,4,5,1,21,25,2025-02-15,2025-03-14,4,;;;21,;;;Inside Scoring,False,False,series
Zlatko Jerin,53897602,alenokc,ft,10,11,1,25,27,2025-03-14,2025-03-28,2,;27,;Rebounding,False,False,series
Zlatko Jerin,53897602,alenokc,ha,8,9,1,25,27,2025-03-14,2025-03-28,2,;27,;Rebounding,False,False,series
Zlatko Jerin,53897602,alenokc,rb,10,11,1,25,27,2025-03-14,2025-03-28,2,;27,;Rebounding,False,False,series
Zlatko Jerin,53897602,alenokc,js,9,10,1,27,29,2025-03-28,2025-04-11,2,;21,;Inside Scoring,False,False,series
Zlatko Jerin,53897602,alenokc,is,13,14,1,29,30,2025-04-11,2025-04-18,1,21,Inside Scoring,True,False,series
Zlatko Jerin,53897602,alenokc,ft,11,12,1,30,32,2025-04-18,2025-05-02,2,;24,;Inside Defense,False,False,series
Zlatko Jerin,53897602,alenokc,id,9,10,1,30,32,2025-04-18,2025-05-02,2,;24,;Inside Defense,False,False,series
Zlatko Jerin,53897602,alenokc,id,10,11,1,32,34,2025-05-02,2025-05-19,2,;24,;Inside Defense,False,False,series
Zlatko Jerin,53897602,alenokc,od,6,7,1,32,34,2025-05-02,2025-05-19,2,;24,;Inside Defense,False,False,series
Zlatko Jerin,53897602,alenokc,dr,9,10,1,34,35,2025-05-19,2025-05-27,1,16,One on One,True,False,series
Zlatko Jerin,53897602,alenokc,id,11,12,1,35,37,2025-05-27,2025-06-10,2,;18,;Passing,False,False,series
Zlatko Jerin,53897602,alenokc,pa,5,6,1,35,37,2025-05-27,2025-06-10,2,;18,;Passing,False,False,series
Zlatko Jerin,53897602,alenokc,sb,7,8,1,35,37,2025-05-27,2025-06-10,2,;18,;Passing,False,False,series
Zlatko Jerin,53897602,alenokc,ft,12,13,1,37,38,2025-06-10,2025-06-13,1,18,Passing,True,False,series
Zlatko Jerin,53897602,alenokc,ha,9,10,1,37,38,2025-06-10,2025-06-13,1,18,Passing,True,False,series
Zlatko Jerin,53897602,alenokc,pa,6,7,1,38,39,2025-06-13,2025-06-21,1,18,Passing,True,False,series
Zlatko Jerin,53897602,alenokc,pa,7,8,1,39,40,2025-06-21,2025-06-27,1,18,Passing,True,False,series
Zlatko Jerin,53897602,alenokc,dr,10,11,1,40,41,2025-06-27,2025-07-07,1,16,One on One,True,False,series
Zlatko Jerin,53897602,alenokc,ha,10,11,1,41,42,2025-07-07,2025-07-12,1,16,One on One,True,False,series
Zlatko Jerin,53897602,alenokc,id,12,13,1,42,44,2025-07-12,2025-07-29,2,;24,;Inside Defense,False,False,series
Zlatko Jerin,53897602,alenokc,js,10,11,1,42,44,2025-07-12,2025-07-29,2,;24,;Inside Defense,False,False,series
Zlatko Jerin,53897602,alenokc,ft,13,14,1,44,46,2025-07-29,2025-08-08,2,;24,;Inside Defense,False,False,series
Zlatko Jerin,53897602,alenokc,id,13,14,1,44,46,2025-07-29,2025-08-08,2,;24,;Inside Defense,False,False,series
Zlatko Jerin,53897602,alenokc,is,14,15,1,44,46,2025-07-29,2025-08-08,2,;24,;Inside Defense,False,False,series
Zvone Petre,53897465,alenokc,dr,4,5,1,0,1,2024-09-27,2024-09-29,1,16,One on One,False,True,series
Zvone Petre,53897465,alenokc,is,2,3,1,1,2,2024-09-29,2024-10-06,1,16,One on One,True,False,series
Zvone Petre,53897465,alenokc,js,7,8,1,1,2,2024-09-29,2024-10-06,1,16,One on One,True,False,series
Zvone Petre,53897465,alenokc,dr,5,6,1,2,3,2024-10-06,2024-10-12,1,16,One on One,True,False,series
Zvone Petre,53897465,alenokc,ha,6,7,1,2,3,2024-10-06,2024-10-12,1,16,One on One,True,False,series
Zvone Petre,53897465,alenokc,dr,6,7,1,4,5,2024-10-19,2024-10-29,1,16,One on One,True,False,series
Zvone Petre,53897465,alenokc,is,3,4,1,4,5,2024-10-19,2024-10-29,1,16,One on One,True,False,series
Zvone Petre,53897465,alenokc,ft,6,7,1,5,6,2024-10-29,2024-11-08,1,16,One on One,True,False,series
Zvone Petre,53897465,alenokc,ha,7,8,1,5,6,2024-10-29,2024-11-08,1,16,One on One,True,False,series
